Library Title,Class Title (Level 1),Class Title (Level 2),Class Title (Level 3),Class Title (Level 4),Class Title (Level 5),Status,Owner,Attribute Count,Reviewed,Description Abbreviation,Comments,Description Template,EXAMPLE TITLE,CHARACTER COUNT,Description Template2
Vermeer Part Library,Mechanical,Material Engage,PDC Reamer,,,,,,,PDCREAMER,,PDCREAMER,,,PDCREAMER
Vermeer Part Library,Mechanical,Material Engage,Shackle,,,,,,,SHACKLE,,SHACKLE,,,SHACKLE
Vermeer Part Library,Mechanical,Material Engage,Breakout Device,,,,,,,BKODVC,,BKODVC,,,BKODVC
Vermeer Part Library,Mechanical,Material Engage,Rod Wiper,,,,,,,RODWIPER,,RODWIPER,,,RODWIPER
Vermeer Part Library,Mechanical,Material Engage,Thread Brush,,,,,,,THDBR,,THDBR,,,THDBR
Vermeer Part Library,Mechanical,Material Engage,Rock Pilot Bit,,,,,,,ROCKPLTBIT,,ROCKPLTBIT,,,ROCKPLTBIT
Vermeer Part Library,Mechanical,Material Engage,Nozzle,,,,,,,NOZ,,NOZ,"NOZ,BSPP,RTRY",,"NOZ,Nozzle Inlet Thread Type,Nozzle Type"
Vermeer Part Library,Mechanical,Material Engage,Vise Jaw,,,,,,,VISEJAW,,VISEJAW,,,"VISEJAW,Vise Jaw Style,Vise Jaw Pattern,Vise Jaw Side,Vise Jaw Drill Rod Size"
Vermeer Part Library,Mechanical,Material Engage,Teeth,,,,,,,TEETH,,TEETH,,,"TEETH,Teeth Style,Teeth Direction,Teeth Edge Style"
Vermeer Part Library,Mechanical,Material Engage,Sod Cutter,,,,,,,SODCTR,,SODCTR,,,SODCTR
Vermeer Part Library,Mechanical,Material Engage,Drill Head,,,,,,,DRILLHEAD,,DRILLHEAD,,,"DRILLHEAD,Min Cut Diameter,Drill Rod Size,Ground Conditions"
Vermeer Part Library,Mechanical,Material Engage,Quick Connect Collar,,,,,,,QUICKCONNCOLLAR,,QUICKCONNCOLLAR,,,QUICKCONNCOLLAR
Vermeer Part Library,Mechanical,Material Engage,Chipper Knife,,,,,,,CHIPPERKNIFE,,CHIPPERKNIFE,,,CHIPPERKNIFE
Vermeer Part Library,Mechanical,Material Engage,Grinder Tip,,,,,,,GRINDERTIP,,GRINDERTIP,,,"GRINDERTIP,Style,Edge Style,Length,Width,Coating"
Vermeer Part Library,Mechanical,Material Engage,Grinder Hammer,,,,,,,GRINDERHMR,,GRINDERHMR,,,"GRINDERHMR,Length,Width,Number of Holes,Hole Size"
Vermeer Part Library,Mechanical,Material Engage,Reamer,,,MODIFIED,Erin Z,2,,REAMER,,REAMER,,0,"REAMER,Reamer Style,Reamer Family"
Vermeer Part Library,Mechanical,Material Engage,Plow Blade,,,,,,,PLOWBLADE,,PLOWBLADE,,,PLOWBLADE
Vermeer Part Library,Mechanical,Material Engage,Utility Chain,,,,,,,UTILCHAIN,,UTILCHAIN,,,UTILCHAIN
Vermeer Part Library,Mechanical,Mechanical Fan,,,,,Jacob K,0,,MECHFAN,,MECHFAN,"MECHFAN,20.0IN,CCW",18,"MECHFAN,Fan Diameter,Primary Fan Rotation Direction"
Vermeer Part Library,Mechanical,Mechanical Gauge,,,,,Jacob K,7,,MECHGA,,MECHGA,"MECHGA,TEMP,1,METRIC",20,"MECHGA,Gauge Type,Gauge Pipe Size,Gauge Thread Type"
Vermeer Part Library,Mechanical,Mount,,,,,Jacob K,,,MT,,MT,"MT,CBLTIE",9,"MT,Mount Type"
Vermeer Part Library,Mechanical,Mud Pump,,,,,Grant F,3,,MUDPUMP,,MUDPUMP,,0,MUDPUMP
Vermeer Part Library,Mechanical,Muffler,,,,,Nick M,0,,MUF,,MUF,,0,MUF
Vermeer Part Library,Mechanical,Off-Highway Serial Plate,,,,MODIFIED,,0,,OFFHWYSERPLT,,OFFHWYSERPLT,,0,OFFHWYSERPLT
Vermeer Part Library,Mechanical,Overhung Load Adapter,,,,,Jacob K,0,,OHLOADPTR,,OHLOADPTR,,0,OHLOADPTR
Vermeer Part Library,Mechanical,Planetary Drive,,,,,Jacob K,,,PLNTYDR,,PLNTYDR,,,PLNTYDR
Vermeer Part Library,Electrical,Power Distribution,Breaker,,,MODIFIED,Chris S,3,,PCB,,#REF!,"PCB,MAXI,20A,120V",17,"PCB,Current Type,Current(Amp),Nominal Voltage"
Vermeer Part Library,Electrical,Power Distribution,Fuse,,,MODIFIED,Chris S,3,,FUSE,,#REF!,"FUSE,20A,ATM_LED",16,"FUSE,Current,Fuse Type"
Vermeer Part Library,Electrical,Power Distribution,Fuse Box,,,,,,,FUBX,,"FUBX,Number of Bolts,Length","FUBX,MAXI,99",,"FUBX,Fuse Type,Cavity Count"
Vermeer Part Library,Electrical,Power Distribution,Relay,,,,,,,RLY,,"RLY,Relay Load Current,Relay Load Voltage,Relay Series","RLY,14V,20MA,DPDT",,"RLY,Relay Control Voltage,Relay Load Current"
Vermeer Part Library,Mechanical,Power Takeoff,,,,,,,,PTO,,PTO,"PTO,21,6",,"PTO,Flywheel Size,Flywheel Housing Size"
Vermeer Part Library,Mechanical,PPE,,,,,Chris Z,1,,PPE,,PPE,"PPE,Cut-Protection Clothing",27,"PPE,PPE Type"
Vermeer Part Library,Mechanical,Pulley,,,,,Jacob K,0,,PUL,,PUL,"PUL,SWVL",8,"PUL,Pulley Type"
Vermeer Part Library,Mechanical,Pump,Positive Displacement,,,,Chris Z,7,,"PUMP,POSDISP",,"PUMP,POSDISP","PUMP,POSDISP,DIAPH,1000 GPM",27,"PUMP,POSDISP,Pump Type,Max Flow Rate"
Vermeer Part Library,Mechanical,Pump  ,Dynamic,,,,Chris Z,6,,"PUMP,CNTFG",,"PUMP,CNTFG,Relay Control Voltage,Relay Load Current,Relay Load Voltage","CNTFGP,1000GPM,1000PSI,SLFPRM",29,"PUMP,CNTFG"
Vermeer Part Library,Mechanical,Pump Drive,,,,,Nick M,3,,PUMPDR,,PUMPDR,"PUMPDR,SAE5,5",13,"PUMPDR,Pump Drive Housing Size,Pump Drive No. of Pumps"
Vermeer Part Library,Electrical,Remote Control,,,,,Jacob K,,,RC,,RC,,0,"RC,Remote Control Type"
Vermeer Part Library,Mechanical,Roller  ,,,,,Erin Z,1,,RLR,,RLR,"RLR,BALER",9,"RLR,Roller Type"
Vermeer Part Library,Mechanical ,Routing Management ,Cable Tie,,,MODIFIED,Grant F,0,,CBLTIE ,,CBLTIE ,"CABLE TIE,15IN,IDENTIFICATION,ORANGE",36,CBLTIE 
Vermeer Part Library,Mechanical ,Routing Management ,Cable Tie Mount,,,,Jacob K,,,CBLTIEMNT,,CBLTIEMNT,"CBLTIEMNT,FSTNR",15,"CBLTIEMNT,Cable Tie Mnt Type"
Vermeer Part Library,Mechanical ,Routing Management ,Burst Protection,,,,Jacob K,0,,BURSTPROTN,,"BURSTPROTN,Conveyor Belt Type,Width","COVERING,CTL,NYLON",18,"BURSTPROTN,Sleeve ID "
Vermeer Part Library,Mechanical ,Routing Management ,Heat Shrink ,,,,Jacob K,,,HST,,"HST,Wall Thickness,Wall Thickness Tolerance","HST,1IN",7,"HST,Before ID"
Vermeer Part Library,Mechanical ,Routing Management ,Abrasion Resistant,,,,Jacob K,,,ART,,"ART,Abrassion Sleeve Material Type,Sleeve Max ID ,Max Temp","ART,CORRUGATE,100IN",19,"ART,Abrassion Sleeve Material Type,Sleeve Max ID "
Vermeer Part Library,Mechanical ,Routing Management ,Hose Reel,,,,,,,HOSEREEL,,HOSEREEL,"HOSEREEL,10IN,AUTO",,"HOSEREEL,Hose ID,Winding Method"
Vermeer Part Library,Mechanical ,Routing Management ,Hose Carrier,,,MODIFIED,Grant F,0,,HOSECARR,,"HOSECARR,Gear Type,Gear Pitch","HOSECARRIER,STEEL,RADIUS10.00IN",31,HOSECARR
Vermeer Part Library,Mechanical,Safety,Wheel Chock,,,,Jacob K,,,WHLCHOCK,,WHLCHOCK,,,WHLCHOCK
Vermeer Part Library,Mechanical,Safety,Cone,,,,Chris Z,1,,"SAF,CONE",,"SAF,CONE","Cone,Fluorescent Green",22,"SAF,CONE"
Vermeer Part Library,Mechanical,Safety,Curtain,,,,Chris Z,8,,"SAF,CURT",,"SAF,CURT","Curtain,Infeed Chute,.09"",32.50"",52.00"",Rubber",46,"SAF,CURT,Curtain Type"
Vermeer Part Library,Mechanical,Seal,Gasket,,,,Ien Q,10,,"SEAL,GSKT",,"SEAL,GSKT",,0,"SEAL,GSKT,Gasket X-S Shape"
Vermeer Part Library,Mechanical,Seal,O-Ring,,,,Ien Q,1,,ORING,,ORING,,0,ORING
Vermeer Part Library,Mechanical,Seal,Misc. Seal,,,MODIFIED,Ien Q,0,,"SEAL,MISC",,"SEAL,MISC","SEAL,",5,"SEAL,MISC"
Vermeer Part Library,Mechanical,Seat,,,,,Chris Z,5,,SEAT ,,SEAT ,"Seat,Reclinable",15,SEAT 
Vermeer Part Library,Mechanical,Seat Belt,,,,,Chris Z,2,,SEATBELT,,SEATBELT,"Seat Belt,Wraparound,Lap",24,"SEATBELT,SB Style,SB Strap Location"
Vermeer Part Library,Electrical,Sensor,Encoder,,,,Chris S,4,,"SNSR,ENCDR",,"SNSR,ENCDR",,0,"SNSR,ENCDR,Encoder Type"
Vermeer Part Library,Electrical,Sensor,Inclinometer,,,,Chris S,2,,"SNSR,INCLIN",,"SNSR,INCLIN",,0,"SNSR,INCLIN"
Vermeer Part Library,Electrical,Sensor,Load Sensor,,,,Chris S,4,,"SNSR,LOAD",,"SNSR,LOAD",,0,"SNSR,LOAD,Load Rating"
Vermeer Part Library,Electrical,Sensor,Pressure Sensor,,,,Chris S,7,,"SNSR,PRESS",,"SNSR,PRESS",,0,"SNSR,PRESS,Pressure Mounting Type,Pressure Min Sensing Pressure,Pressure Max Sensing Pressure"
Vermeer Part Library,Electrical,Sensor,Proximity Sensor,,,,Chris S,6,,"SNSR,PROX",,"SNSR,PROX",,0,"SNSR,PROX,Proximity Mounting Type,Proximity Operating Distance"
Vermeer Part Library,Electrical,Sensor,Resistive Fuel Level Sensor,,,,Chris S,5,,"SNSR,RESFUELLVL",,"SNSR,RESFUELLVL",,0,"SNSR,RESFUELLVL,Length"
Vermeer Part Library,Electrical,Sensor,Resistive Temperature Sensor,,,,Chris S,5,,"SNSR,RESTEMP",,"SNSR,RESTEMP",,0,"SNSR,RESTEMP,RT Mounting Type"
Vermeer Part Library,Electrical,Sensor,Rotary Sensor,,,,Chris S,5,,"SNSR,RTRY",,"SNSR,RTRY",,0,"SNSR,RTRY,Rotary Sensing Angle"
Vermeer Part Library,Electrical,Sensor,Voltage Fuel Level Sensor,,,,Chris S,5,,"SNSR,VFUELLVL",,"SNSR,VFUELLVL",,0,"SNSR,VFUELLVL,Length"
Vermeer Part Library,Electrical,Sensor,Voltage Temperature Sensor,,,,Chris S,5,,"SNSR,VTEMP",,"SNSR,VTEMP",,0,"SNSR,VTEMP,VT Mounting Type"
Vermeer Part Library,Mechanical,Serial Plate Blank,,,,MODIFIED,,0,,"DOC,SERPL",,"DOC,SERPL",,0,"DOC,SERPL"
Vermeer Part Library,Mechanical,Shaft  ,,,,,Nick M,4,,SHFT,,SHFT,"SHFT,FLEX",9,"SHFT,Shaft Type"
Vermeer Part Library,Mechanical,Shaft Flex Coupling,,,,,Nick M,2,,SHFTFLEXCPLG,,SHFTFLEXCPLG,"SHFTFLEXCPLG,21",15,"SHFTFLEXCPLG,Coupler Flywheel SAE Size"
Vermeer Part Library,Mechanical,Shroud,,,,,Jacob K,0,,SHRD,,SHRD,"SHRD,100IN",10,"SHRD,Shroud Fan Dia"
Vermeer Part Library,Mechanical,Silencer,,,,,Jacob K,,,SILENCER,,SILENCER,"SILENCER,1000CFM",16,"SILENCER,Air Flowrate"
Vermeer Part Library,Mechanical,Slew Drive,,,,,Jacob K,,,SLEWDR,,SLEWDR,,,SLEWDR
Vermeer Part Library,Mechanical,Spring,,,,,Jacob K,0,,SPR ,,SPR ,,0,SPR 
Vermeer Part Library,Mechanical,Sprocket,,,,,Nick M,0,,SPRKT,,SPRKT,"SPRKT,PLTBORE",13,"SPRKT,Sprocket Type"
Vermeer Part Library,Electrical,Switch,Fluid Level Switch,,,,Chris S,2,,"SW,FLLVL",,"SW,FLLVL",,0,"SW,FLLVL,Fluid Level Mnt Type"
Vermeer Part Library,Electrical,Switch,Limit Switch,,,,Chris S,4,,LIMSW,,LIMSW,,0,"LIMSW,Limit Switch Type,Pole/Throw"
Vermeer Part Library,Electrical,Switch,Manual Switch,,,,Chris S,7,,"SW,MNL",,"SW,MNL",,0,"SW,MNL,Manual Switch Type,Pole/Throw"
Vermeer Part Library,Electrical,Switch,Pressure Switch,,,,Chris S,3,,"SW,PRESS",,"SW,PRESS",,0,"SW,PRESS,Pressure Mnt Type,Set Pressure"
Vermeer Part Library,Electrical,Switch,Safety Switch,,,,Chris S,4,,"SW,SAF",,"SW,SAF",,0,"SW,SAF,Safty Switch Type"
Vermeer Part Library,Electrical,Switch,Temperature Switch,,,,Chris S,3,,"SW,TEMP",,"SW,TEMP",,0,"SW,TEMP,Temp Mnt Type,Temp Set Point"
Vermeer Part Library,Electrical,Terminal,,,,,Chris S,4,,ELECTERM,,ELECTERM,,0,"ELECTERM,Terminal Size,Terminal Type,Terminal Wire Size"
Vermeer Part Library,Mechanical,Tire,,,,,Nick M,4,,TIRE,,TIRE,,0,TIRE
Vermeer Part Library,Mechanical,Toolbox,,,,,Chris Z,4,,TOOLBOX,,TOOLBOX,"Toolbox,48""W,17""H,15""D,Aluminum,Black",37,TOOLBOX
Vermeer Part Library,Mechanical,Track  ,,,,,Nick M,4,,TRACK,,TRACK,"TRACK,FRICTDR,MULTIBAR",22,"TRACK,Track Type,Rubber Track Tread"
Vermeer Part Library,Mechanical,Trailer Coupler,,,,,Chris Z,3,,TRLRCPLR,,TRLRCPLR,"Coupler,Clevis,10,000 lbs,Bolt-on",33,"TRLRCPLR,Coupler Type,Coupler Load Capacity"
Vermeer Part Library,Electrical,Utility Locator,,,,NEW,Chris Z,1,,UTILLOCATOR,,UTILLOCATOR,,0,UTILLOCATOR
Vermeer Part Library,Mechanical,Valve,,,,,Chris Z,0,,VALVE,,VALVE,"Drainage Valve,Aluminum,Thumb Screw,1/2""",40,"VALVE,Valve Type"
Vermeer Part Library,Mechanical,Valve Cartridge,,,,MODIFIED,Grant F,0,,VCRTG,,VCRTG,"VALVE COMPONENT,CARTRIDGE,CHECK",31,VCRTG
Vermeer Part Library,Mechanical,Valve Manifold,,,,MODIFIED,Grant F,0,,VMANF,,VMANF,"MANIFOLD HOSUING,CUSTOM",23,"VMANF,Valve Manifold Type"
Vermeer Part Library,Mechanical,Vibration Isolator,,,,,Nick M,0,,VIBISLN,,VIBISLN,"VIBISLN,HYDROCONE,250",21,"VIBISLN,Isolator Type,Isolator Mat. Hardness"
Vermeer Part Library,Mechanical,VIN Tag,,,,,,,,VIN,,VIN,,,VIN
Vermeer Part Library,Electrical,Voltage Stake,,,,,Jacob K,0,,ELECVSTAKE,,ELECVSTAKE,,0,ELECVSTAKE
Vermeer Part Library,Mechanical,Weldment,,,,,,0,,WELDMENT,,WELDMENT,,0,WELDMENT
Vermeer Part Library,Mechanical,Wheel,,,,,Jacob K,,,WHL ,,WHL ,,0,WHL 
Vermeer Part Library,Electrical,Wiring Harness  ,,,,,Jacob K,,,WH ,,WH ,,0,WH 
Vermeer Manufacturing Library,Raw Material,,,,,,Jacob K,0,,RAWMATL,,RAWMATL,,0,RAWMATL
Vermeer Manufacturing Library,Continuous Improvement,,,,,,Jacob K,,,CI,,CI,,0,CI
Vermeer Part Library,Software,,,,,,Jacob K,,,SOFTWARE,,SOFTWARE,,0,SOFTWARE
